GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS351322884	2021-03-17 23:29:17.720747	32327	species	avibase-6090278A	Eastern Towhee	Pipilo erythrophthalmus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322863	2021-03-17 23:29:17.720747	1997	species	avibase-41FACE63	Eurasian Collared-Dove	Streptopelia decaocto			N	9					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322870	2021-03-17 23:29:17.720747	20776	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS365861358	2017-02-06 10:09:05	6546	species	avibase-D13B9122	Forster's Tern	Sterna forsteri				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lock and Dam	L4157516	P	31.7560503	-88.1281829	2015-11-12	15:00:00	obsr498179	S26889098	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS351322866	2021-03-17 23:29:17.720747	25946	species	avibase-154BCCAE	Golden-crowned Kinglet	Regulus satrapa				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322888	2021-03-17 23:29:17.720747	7168	species	avibase-93694BB5	Great Blue Heron	Ardea herodias				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322869	2021-03-17 23:29:17.720747	10918	species	avibase-9D06AF89	Hairy Woodpecker	Dryobates villosus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322874	2021-03-17 23:29:17.720747	27389	species	avibase-B01E8BD4	Hermit Thrush	Catharus guttatus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322882	2021-03-17 23:29:17.720747	26278	species	avibase-A381417F	House Wren	Troglodytes aedon				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322867	2021-03-17 23:29:17.720747	20282	species	avibase-36171C2B	Loggerhead Shrike	Lanius ludovicianus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322868	2021-03-17 23:29:17.720747	2369	species	avibase-00124D98	Mourning Dove	Zenaida macroura				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322887	2021-03-17 23:29:17.720747	33382	species	avibase-4E74AE22	Northern Cardinal	Cardinalis cardinalis				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322883	2021-03-17 23:29:17.720747	11371	species	avibase-75600969	Northern Flicker	Colaptes auratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322891	2021-03-17 23:29:17.720747	11237	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322885	2021-03-17 23:29:17.720747	33034	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322877	2021-03-17 23:29:17.720747	10707	species	avibase-078557F2	Red-bellied Woodpecker	Melanerpes carolinus				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322881	2021-03-17 23:29:17.720747	10654	species	avibase-448D91B7	Red-headed Woodpecker	Melanerpes erythrocephalus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322886	2021-03-17 23:29:17.720747	25942	species	avibase-B60B1166	Ruby-crowned Kinglet	Corthylio calendula				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS365861359	2017-02-06 10:09:05	6026	species	avibase-0D88C072	Spotted Sandpiper	Actitis macularius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lock and Dam	L4157516	P	31.7560503	-88.1281829	2015-11-12	15:00:00	obsr498179	S26889098	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS351322865	2021-03-17 23:29:17.720747	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322889	2021-03-17 23:29:17.720747	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322872	2021-03-17 23:29:17.720747	10636	species	avibase-9BE68BD3	Yellow-bellied Sapsucker	Sphyrapicus varius				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322864	2021-03-17 23:29:17.720747	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS351322871	2021-03-17 23:29:17.720747	33049	species	avibase-136451CF	Yellow-throated Warbler	Setophaga dominica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2015-11-02	08:45:00	obsr236938	S25678623	Traveling	P22	EBIRD	60	3.219		1	1		0	1	0		Drove along road and then walked 3/4 mile behind gate		
URN:CornellLabOfOrnithology:EBIRD:OBS398001232	2017-02-06 10:09:05	6501	species	avibase-BC06BC0D	Caspian Tern	Hydroprogne caspia				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffeeville Lock and Dam	L4157516	P	31.7560503	-88.1281829	2016-05-03	12:00:00	obsr498179	S29384989	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS411998292	2017-06-08 21:09:20	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020  Stop 23	L4702693	P	32.2497304	-88.2614326	2016-06-09	07:09:00	obsr136097	S30231901	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998119	2018-08-06 16:07:16	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 18	L4702676	P	32.2206123	-88.2723982	2016-06-09	06:43:00	obsr136097	S30231885	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998140	2018-08-06 16:07:16	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 20	L4702678	P	32.2343744	-88.2727874	2016-06-09	06:53:00	obsr136097	S30231887	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998067	2017-06-08 21:08:07	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 14	L4702672	P	32.1939604	-88.2655056	2016-06-09	06:22:00	obsr136097	S30231881	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997973	2018-08-06 16:07:16	16283	species	avibase-2778A3F4	Acadian Flycatcher	Empidonax virescens				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 05	L4702664	P	32.1540414	-88.2969792	2016-06-09	05:36:00	obsr136097	S30231873	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998167	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 22	L4702680	P	32.2469989	-88.2633752	2016-06-09	07:04:00	obsr136097	S30231889	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998377	2017-06-08 21:10:37	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 31	L4702701	P	32.3014219	-88.2748281	2016-06-09	07:50:00	obsr136097	S30231909	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998294	2017-06-08 21:09:20	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020  Stop 23	L4702693	P	32.2497304	-88.2614326	2016-06-09	07:09:00	obsr136097	S30231901	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997965	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 04	L4702663	P	32.1483171	-88.2998021	2016-06-09	05:31:00	obsr136097	S30231872	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998366	2017-06-08 21:10:26	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 30	L4702700	P	32.2971727	-88.2754900	2016-06-09	07:45:00	obsr136097	S30231908	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997944	2021-03-25 09:39:26.415559	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 08	L4702659	P	32.1708274	-88.2904685	2016-06-09	05:52:00	obsr136097	S30231869	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998354	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 29	L4702699	P	32.2887107	-88.2767202	2016-06-09	07:40:00	obsr136097	S30231907	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997972	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 05	L4702664	P	32.1540414	-88.2969792	2016-06-09	05:36:00	obsr136097	S30231873	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998324	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 26	L4702696	P	32.2677102	-88.2695534	2016-06-09	07:24:00	obsr136097	S30231904	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998020	2017-06-08 21:07:42	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020  Stop 11	L4702669	P	32.1767692	-88.2710539	2016-06-09	06:07:00	obsr136097	S30231878	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998061	2017-06-08 21:08:07	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 14	L4702672	P	32.1939604	-88.2655056	2016-06-09	06:22:00	obsr136097	S30231881	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998127	2017-06-08 21:08:48	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 19	L4702677	P	32.2261940	-88.2737470	2016-06-09	06:48:00	obsr136097	S30231886	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998079	2018-08-06 16:07:16	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 15	L4702673	P	32.2019696	-88.2651410	2016-06-09	06:28:00	obsr136097	S30231882	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS412447328	2017-02-06 10:09:06	11494	species	avibase-20C2214E	American Kestrel	Falco sparverius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2016-06-01	11:40:00	obsr354744	S30265295	Traveling	P22	EBIRD	45	1.207		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS411997984	2017-06-08 21:07:01	32950	species	avibase-BED38F50	American Redstart	Setophaga ruticilla				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 06	L4702665	P	32.1607915	-88.2948734	2016-06-09	05:41:00	obsr136097	S30231874	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998125	2017-06-08 21:08:48	32950	species	avibase-BED38F50	American Redstart	Setophaga ruticilla				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 19	L4702677	P	32.2261940	-88.2737470	2016-06-09	06:48:00	obsr136097	S30231886	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998041	2018-08-06 16:07:16	32950	species	avibase-BED38F50	American Redstart	Setophaga ruticilla				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 12	L4702670	P	32.1811729	-88.2715061	2016-06-09	06:12:00	obsr136097	S30231879	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997935	2021-03-25 09:39:26.415559	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 08	L4702659	P	32.1708274	-88.2904685	2016-06-09	05:52:00	obsr136097	S30231869	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998000	2017-06-08 21:07:25	27616	species	avibase-D77E4B41	American Robin	Turdus migratorius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 09	L4702667	P	32.1709413	-88.2841215	2016-06-09	05:57:00	obsr136097	S30231876	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997958	2017-06-08 21:06:27	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 03	L4702662	P	32.1414590	-88.3044130	2016-06-09	05:26:00	obsr136097	S30231871	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998052	2017-06-08 21:07:58	23291	species	avibase-58C502EA	Barn Swallow	Hirundo rustica				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 13	L4702671	P	32.1889139	-88.2694486	2016-06-09	06:17:00	obsr136097	S30231880	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997938	2021-03-25 09:39:26.415559	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 08	L4702659	P	32.1708274	-88.2904685	2016-06-09	05:52:00	obsr136097	S30231869	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998008	2017-06-08 21:07:35	7412	species	avibase-4FF7DE80	Black Vulture	Coragyps atratus				13					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 10	L4702668	P	32.1710496	-88.2758733	2016-06-09	06:02:00	obsr136097	S30231877	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411997952	2017-06-08 21:05:56	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 02	L4702660	P	32.1354792	-88.3104665	2016-06-09	05:21:00	obsr136097	S30231870	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998333	2018-08-06 16:07:16	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020  Stop 27	L4702697	P	32.2755439	-88.2755419	2016-06-09	07:29:00	obsr136097	S30231905	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998160	2017-06-08 21:09:03	33465	species	avibase-A7A75EA1	Blue Grosbeak	Passerina caerulea				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 21	L4702679	P	32.2412705	-88.2710207	2016-06-09	06:59:00	obsr136097	S30231888	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998143	2018-08-06 16:07:16	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 20	L4702678	P	32.2343744	-88.2727874	2016-06-09	06:53:00	obsr136097	S30231887	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
URN:CornellLabOfOrnithology:EBIRD:OBS411998371	2017-06-08 21:10:37	20496	species	avibase-1DA430B8	Blue Jay	Cyanocitta cristata				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Riderwood BBS Route 02-020 Stop 31	L4702701	P	32.3014219	-88.2748281	2016-06-09	07:50:00	obsr136097	S30231909	Stationary	P21	EBIRD	3			1	1		0	1	0		USGS Breeding Bird Survey Data		
